customer_id,recency,frequency,monetary,R_score,F_score,M_score,RFM_score,segment
YM000962,7,7,326420.99,4,3,4,434,Чемпионы
YM000963,272,7,411067.63,1,3,4,134,Уходящие VIP
YM000964,105,7,340245.12,1,3,4,134,Уходящие VIP
YM000965,11,12,263695.02,4,4,4,444,Чемпионы
YM000966,1,7,83424.1,4,3,2,432,Лояльные
YM000967,24,3,88092.36,3,1,2,312,Новички
YM000968,6,11,144254.56,4,4,3,443,Чемпионы
YM000969,339,2,35935.84,1,1,1,111,Спящие
YM000970,145,6,224609.75,1,3,4,134,Уходящие VIP
YM000971,38,7,61714.840000000004,2,3,1,231,Перспективные
YM000972,14,7,268916.14,4,3,4,434,Чемпионы
YM000973,256,6,233768.94999999998,1,3,4,134,Уходящие VIP
YM000974,141,5,102140.13,1,2,2,122,В зоне риска
YM000975,17,10,332513.01,3,4,4,344,Чемпионы
YM000976,91,9,195241.94,2,4,4,244,Перспективные
YM000977,81,9,161119.41,2,4,3,243,Перспективные
YM000978,51,7,105079.14,2,3,2,232,Перспективные
YM000979,294,7,330994.47,1,3,4,134,Уходящие VIP
YM000980,21,9,387457.95,3,4,4,344,Чемпионы
YM000981,2,4,139164.93,4,1,3,413,Новички
YM000982,56,3,18266.36,2,1,1,211,Нуждаются во внимании
YM000983,27,10,164583.93,3,4,3,343,Чемпионы
YM000984,29,6,97643.13,3,3,2,332,Лояльные
YM000985,159,8,185000.29,1,4,3,143,Уходящие VIP
YM000986,3,6,137283.1,4,3,3,433,Чемпионы
YM000987,52,6,52835.91,2,3,1,231,Перспективные
YM000988,38,3,127247.39000000001,2,1,3,213,Нуждаются во внимании
YM000989,57,8,110994.97,2,4,2,242,Перспективные
YM000990,225,6,151935.85,1,3,3,133,Уходящие VIP
YM000991,3,12,201049.22999999998,4,4,4,444,Чемпионы
YM000992,108,3,117328.17,1,1,3,113,Спящие
YM000993,20,13,400444.72000000003,3,4,4,344,Чемпионы
YM000994,24,5,17910.19,3,2,1,321,Лояльные
YM000995,27,6,338328.92,3,3,4,334,Чемпионы
YM000996,54,7,109045.84999999999,2,3,2,232,Перспективные
YM000997,44,10,321462.3,2,4,4,244,Перспективные
YM000998,175,5,37491.17,1,2,1,121,В зоне риска
YM000999,23,6,78781.75,3,3,2,332,Лояльные
YM001000,9,4,84809.49,4,1,2,412,Новички
YM001001,268,4,36538.299999999996,1,1,1,111,Спящие
YM001002,84,3,82990.08,2,1,2,212,Нуждаются во внимании
YM001003,10,7,197167.73,4,3,4,434,Чемпионы
YM001004,2,15,363905.92,4,4,4,444,Чемпионы
YM001005,319,3,108678.23,1,1,2,112,Спящие
YM001006,77,3,27046.46,2,1,1,211,Нуждаются во внимании
YM001007,54,7,122379.51999999999,2,3,3,233,Перспективные
YM001008,17,7,278571.93,3,3,4,334,Чемпионы
YM001010,19,8,163733.66,3,4,3,343,Чемпионы
YM001011,14,5,54601.009999999995,4,2,1,421,Лояльные
YM001012,8,8,160262.61000000002,4,4,3,443,Чемпионы
YM001013,22,6,225308.54,3,3,4,334,Чемпионы
YM001014,17,10,213086.74,3,4,4,344,Чемпионы
YM001015,30,10,138899.35,3,4,3,343,Чемпионы
YM001016,79,5,128291.62999999999,2,2,3,223,Перспективные
YM001017,16,7,88592.81,3,3,2,332,Лояльные
YM001018,174,5,120251.47,1,2,3,123,В зоне риска
YM001019,256,2,83156.49,1,1,2,112,Спящие
YM001020,107,5,229709.84,1,2,4,124,В зоне риска
YM001021,65,6,180889.2,2,3,3,233,Перспективные
YM001022,10,10,183167.61,4,4,3,443,Чемпионы
YM001023,52,4,165829.75,2,1,3,213,Нуждаются во внимании
YM001024,291,4,116254.13,1,1,2,112,Спящие
YM001025,41,6,433926.82,2,3,4,234,Перспективные
YM001026,130,3,205081.15,1,1,4,114,Спящие
YM001027,14,6,103200.91,4,3,2,432,Лояльные
YM001028,166,5,309885.52,1,2,4,124,В зоне риска
YM001029,20,7,71821.45,3,3,2,332,Лояльные
YM001030,263,4,16971.31,1,1,1,111,Спящие
YM001031,6,7,79244.59,4,3,2,432,Лояльные
YM001032,15,7,74970.08,3,3,2,332,Лояльные
YM001033,73,7,225795.9,2,3,4,234,Перспективные
YM001034,15,5,110482.52,3,2,2,322,Лояльные
YM001035,130,6,63886.54,1,3,1,131,Уходящие VIP
YM001036,49,5,84148.31,2,2,2,222,Перспективные
YM001037,38,3,37430.78,2,1,1,211,Нуждаются во внимании
YM001038,46,4,75440.37,2,1,2,212,Нуждаются во внимании
YM001039,42,6,516596.05,2,3,4,234,Перспективные
YM001040,55,6,174732.59000000003,2,3,3,233,Перспективные
YM001041,1,2,205707.62,4,1,4,414,Новички
YM001042,4,9,140286.93,4,4,3,443,Чемпионы
YM001043,40,8,75566.85,2,4,2,242,Перспективные
YM001044,217,6,222744.67,1,3,4,134,Уходящие VIP
YM001045,189,8,86311.61,1,4,2,142,Уходящие VIP
YM001046,2,9,182028.46000000002,4,4,3,443,Чемпионы
YM001047,108,8,141717.59999999998,1,4,3,143,Уходящие VIP
YM001048,13,3,61517.04,4,1,1,411,Новички
YM001049,400,2,13165.519999999999,1,1,1,111,Спящие
YM001050,97,6,69045.76000000001,1,3,2,132,Уходящие VIP
YM001051,394,1,58073.07,1,1,1,111,Спящие
YM001052,84,6,182984.21000000002,2,3,3,233,Перспективные
YM001053,8,4,127181.65,4,1,3,413,Новички
YM001054,21,6,158740.56,3,3,3,333,Чемпионы
YM001055,24,10,440853.48,3,4,4,344,Чемпионы
YM001056,111,9,99334.09999999999,1,4,2,142,Уходящие VIP
YM001057,43,8,502289.29999999993,2,4,4,244,Перспективные
YM001058,25,3,19415.41,3,1,1,311,Новички
YM001059,36,6,78858.34,3,3,2,332,Лояльные
YM001060,67,9,184033.75999999998,2,4,3,243,Перспективные
YM001061,104,8,249150.56,1,4,4,144,Уходящие VIP
YM001062,13,7,166392.72,4,3,3,433,Чемпионы
YM001063,26,8,135421.92,3,4,3,343,Чемпионы
YM001064,101,3,13379.57,1,1,1,111,Спящие
YM001065,231,5,135714.52000000002,1,2,3,123,В зоне риска
YM001066,14,11,229050.45,4,4,4,444,Чемпионы
YM001067,141,4,218848.45,1,1,4,114,Спящие
YM001068,142,7,132547.46,1,3,3,133,Уходящие VIP
YM001069,44,6,58730.649999999994,2,3,1,231,Перспективные
YM001070,18,1,22460.74,3,1,1,311,Новички
YM001071,134,5,205432.93,1,2,4,124,В зоне риска
YM001072,8,6,242233.32,4,3,4,434,Чемпионы
YM001073,29,10,214194.16,3,4,4,344,Чемпионы
YM001074,284,8,110567.61,1,4,2,142,Уходящие VIP
YM001075,100,5,43315.93,1,2,1,121,В зоне риска
YM001076,36,11,246857.91999999998,3,4,4,344,Чемпионы
YM001077,130,6,270066.63,1,3,4,134,Уходящие VIP
YM001078,22,6,144154.13999999998,3,3,3,333,Чемпионы
YM001079,68,5,21673.91,2,2,1,221,Перспективные
YM001080,4,3,150773.82,4,1,3,413,Новички
YM001081,7,5,103903.04,4,2,2,422,Лояльные
YM001082,3,8,121888.17,4,4,3,443,Чемпионы
YM001083,29,8,377107.97000000003,3,4,4,344,Чемпионы
YM001084,10,6,54152.94,4,3,1,431,Лояльные
YM001085,4,12,246477.58,4,4,4,444,Чемпионы
YM001086,126,5,232342.08,1,2,4,124,В зоне риска
YM001087,18,5,61512.57,3,2,1,321,Лояльные
YM001088,255,3,30969.47,1,1,1,111,Спящие
YM001089,155,4,80665.16,1,1,2,112,Спящие
YM001090,64,6,97782.63999999998,2,3,2,232,Перспективные
YM001091,27,7,107576.17000000001,3,3,2,332,Лояльные
YM001092,1,5,316629.8,4,2,4,424,Лояльные
YM001093,27,6,105109.79000000001,3,3,2,332,Лояльные
YM001094,202,4,23314.56,1,1,1,111,Спящие
YM001095,222,5,37628.78,1,2,1,121,В зоне риска
YM001096,66,6,174822.40000000002,2,3,3,233,Перспективные
YM001097,84,5,264583.16000000003,2,2,4,224,Перспективные
YM001098,65,9,226780.19,2,4,4,244,Перспективные
YM001099,85,7,372704.41,2,3,4,234,Перспективные
YM001100,5,7,106572.15,4,3,2,432,Лояльные
YM001101,8,10,182062.18,4,4,3,443,Чемпионы
YM001102,15,8,103864.31999999999,3,4,2,342,Лояльные
YM001103,9,11,133667.22,4,4,3,443,Чемпионы
YM001104,180,7,150484.3,1,3,3,133,Уходящие VIP
YM001105,37,13,541659.64,3,4,4,344,Чемпионы
YM001106,62,4,36822.56,2,1,1,211,Нуждаются во внимании
YM001107,288,4,55611.979999999996,1,1,1,111,Спящие
YM001108,4,10,110900.74,4,4,2,442,Лояльные
YM001109,36,5,76409.36,3,2,2,322,Лояльные
YM001110,85,4,39747.12,2,1,1,211,Нуждаются во внимании
YM001111,1,6,139533.17,4,3,3,433,Чемпионы
YM001112,4,7,197883.47,4,3,4,434,Чемпионы
YM001113,127,7,94166.53,1,3,2,132,Уходящие VIP
YM001114,157,11,351483.71,1,4,4,144,Уходящие VIP
YM001115,78,6,176837.27000000002,2,3,3,233,Перспективные
YM001116,27,9,166645.80000000002,3,4,3,343,Чемпионы
YM001117,247,2,13912.99,1,1,1,111,Спящие
YM001118,30,6,535923.1,3,3,4,334,Чемпионы
YM001119,342,3,46947.06,1,1,1,111,Спящие
YM001120,13,9,344854.4,4,4,4,444,Чемпионы
YM001121,7,6,94655.36,4,3,2,432,Лояльные
YM001122,35,5,64544.850000000006,3,2,1,321,Лояльные
YM001123,24,4,86829.1,3,1,2,312,Новички
YM001124,59,5,82886.78,2,2,2,222,Перспективные
YM001125,21,4,170612.55000000002,3,1,3,313,Новички
YM001126,93,3,85268.54000000001,1,1,2,112,Спящие
YM001127,12,3,108526.22,4,1,2,412,Новички
YM001128,56,6,38267.67,2,3,1,231,Перспективные
YM001129,50,5,23741.46,2,2,1,221,Перспективные
YM001130,3,10,159932.37,4,4,3,443,Чемпионы
YM001131,9,8,204741.22,4,4,4,444,Чемпионы
YM001132,165,3,222298.16999999998,1,1,4,114,Спящие
YM001133,103,7,258400.52,1,3,4,134,Уходящие VIP
YM001134,417,3,22574.550000000003,1,1,1,111,Спящие
YM001135,43,11,133291.06,2,4,3,243,Перспективные
YM001136,254,3,29985.239999999998,1,1,1,111,Спящие
YM001137,3,9,485273.04000000004,4,4,4,444,Чемпионы
YM001138,23,9,227515.42,3,4,4,344,Чемпионы
YM001139,7,6,116544.09,4,3,3,433,Чемпионы
YM001140,35,6,98751.92,3,3,2,332,Лояльные
YM001141,178,5,117679.98999999999,1,2,3,123,В зоне риска
YM001142,63,4,129135.24,2,1,3,213,Нуждаются во внимании
YM001143,18,11,238494.96,3,4,4,344,Чемпионы
YM001144,204,4,23950.08,1,1,1,111,Спящие
YM001145,11,6,181294.74,4,3,3,433,Чемпионы
YM001146,14,1,9330.37,4,1,1,411,Новички
YM001147,80,7,252663.54,2,3,4,234,Перспективные
YM001148,1,4,87600.07,4,1,2,412,Новички
YM001149,146,6,160476.8,1,3,3,133,Уходящие VIP
YM001150,12,4,39680.740000000005,4,1,1,411,Новички
YM001151,41,6,54145.82,2,3,1,231,Перспективные
YM001152,39,5,41133.6,2,2,1,221,Перспективные
YM001153,84,6,193235.62,2,3,4,234,Перспективные
YM001154,19,6,85125.92000000001,3,3,2,332,Лояльные
YM001155,44,7,82096.64,2,3,2,232,Перспективные
YM001156,17,4,124395.04000000001,3,1,3,313,Новички
YM001157,52,7,65660.73,2,3,1,231,Перспективные
YM001158,8,7,247825.44,4,3,4,434,Чемпионы
YM001159,32,5,70892.46,3,2,2,322,Лояльные
YM001160,17,5,97279.84000000001,3,2,2,322,Лояльные
YM001161,36,7,31696.61,3,3,1,331,Лояльные
YM001162,8,8,114816.5,4,4,2,442,Лояльные
YM001163,20,3,60800.89,3,1,1,311,Новички
YM001164,1,5,86070.15,4,2,2,422,Лояльные
YM001165,23,6,131862.98,3,3,3,333,Чемпионы
YM001166,39,4,54660.700000000004,2,1,1,211,Нуждаются во внимании
YM001167,114,7,50071.78,1,3,1,131,Уходящие VIP
YM001168,36,3,49591.71,3,1,1,311,Новички
YM001169,27,6,25813.589999999997,3,3,1,331,Лояльные
YM001170,55,5,65314.55,2,2,1,221,Перспективные
YM001171,64,5,125573.11,2,2,3,223,Перспективные
YM001172,237,6,293407.71,1,3,4,134,Уходящие VIP
YM001173,7,6,120521.20000000001,4,3,3,433,Чемпионы
YM001174,16,9,113674.03,3,4,2,342,Лояльные
YM001175,1,6,59456.77,4,3,1,431,Лояльные
YM001176,140,2,9684.68,1,1,1,111,Спящие
YM001177,1,7,72580.89,4,3,2,432,Лояльные
YM001178,73,4,111632.81999999999,2,1,2,212,Нуждаются во внимании
YM001179,43,2,26279.399999999998,2,1,1,211,Нуждаются во внимании
YM001180,1,6,145609.02,4,3,3,433,Чемпионы
YM001181,161,4,121404.20999999999,1,1,3,113,Спящие
YM001182,240,7,247990.96000000002,1,3,4,134,Уходящие VIP
YM001183,73,6,244678.14,2,3,4,234,Перспективные
YM001184,41,5,57262.66,2,2,1,221,Перспективные
YM001185,25,9,197752.25,3,4,4,344,Чемпионы
YM001186,1,2,50387.69,4,1,1,411,Новички
YM001187,119,7,94165.76,1,3,2,132,Уходящие VIP
YM001188,74,2,5561.1900000000005,2,1,1,211,Нуждаются во внимании
YM001189,14,11,204849.63,4,4,4,444,Чемпионы
YM001190,130,6,86384.43,1,3,2,132,Уходящие VIP
YM001191,8,5,38485.35,4,2,1,421,Лояльные
YM001192,30,7,200483.93,3,3,4,334,Чемпионы
YM001193,45,5,193638.40000000002,2,2,4,224,Перспективные
YM001194,36,6,137144.92,3,3,3,333,Чемпионы
YM001195,38,6,99369.83,2,3,2,232,Перспективные
YM001196,108,5,65215.93,1,2,1,121,В зоне риска
YM001197,389,4,16901.09,1,1,1,111,Спящие
YM001198,8,6,144434.71,4,3,3,433,Чемпионы
YM001199,25,4,88781.33,3,1,2,312,Новички
YM001200,101,8,47061.92,1,4,1,141,Уходящие VIP
YM001201,61,6,413886.42000000004,2,3,4,234,Перспективные
YM001202,157,4,85830.17,1,1,2,112,Спящие
YM001203,83,8,146006.11,2,4,3,243,Перспективные
YM001204,3,6,96597.37,4,3,2,432,Лояльные
YM001205,3,3,16261.310000000001,4,1,1,411,Новички
YM001206,12,6,91378.95999999999,4,3,2,432,Лояльные
YM001207,13,8,192960.41,4,4,4,444,Чемпионы
YM001208,116,8,254936.02000000002,1,4,4,144,Уходящие VIP
YM001209,282,4,29306.99,1,1,1,111,Спящие
YM001210,18,11,143780.76,3,4,3,343,Чемпионы
YM001211,40,8,225657.84,2,4,4,244,Перспективные
YM001212,1,11,273815.79000000004,4,4,4,444,Чемпионы
YM001213,157,3,78298.95,1,1,2,112,Спящие
YM001214,54,6,93630.12,2,3,2,232,Перспективные
YM001215,294,4,120461.23999999999,1,1,3,113,Спящие
YM001216,50,7,250837.62,2,3,4,234,Перспективные
YM001217,16,6,132669.64,3,3,3,333,Чемпионы
YM001218,202,1,3381.42,1,1,1,111,Спящие
YM001219,16,7,83079.03,3,3,2,332,Лояльные
YM001220,70,4,60995.700000000004,2,1,1,211,Нуждаются во внимании
YM001221,100,6,135376.66,1,3,3,133,Уходящие VIP
YM001222,228,2,3087.77,1,1,1,111,Спящие
YM001223,32,7,36765.78,3,3,1,331,Лояльные
YM001224,40,9,100783.56,2,4,2,242,Перспективные
YM001225,153,6,76455.81999999999,1,3,2,132,Уходящие VIP
YM001226,213,6,183838.28,1,3,3,133,Уходящие VIP
YM001227,47,6,99299.51999999999,2,3,2,232,Перспективные
YM001228,81,4,120349.41,2,1,3,213,Нуждаются во внимании
YM001229,1,5,89329.87,4,2,2,422,Лояльные
YM001230,72,2,115895.13,2,1,2,212,Нуждаются во внимании
YM001231,54,8,175372.71,2,4,3,243,Перспективные
YM001232,19,6,308065.6,3,3,4,334,Чемпионы
YM001233,95,4,41331.69,1,1,1,111,Спящие
YM001234,110,8,105679.06,1,4,2,142,Уходящие VIP
YM001235,33,4,110832.61,3,1,2,312,Новички
YM001236,2,9,105072.62,4,4,2,442,Лояльные
YM001237,6,8,265053.79,4,4,4,444,Чемпионы
YM001238,5,5,167429.37,4,2,3,423,Лояльные
YM001239,62,5,61644.990000000005,2,2,1,221,Перспективные
YM001240,52,7,171791.18000000002,2,3,3,233,Перспективные
YM001241,7,6,189962.57,4,3,3,433,Чемпионы
YM001242,20,7,160200.48,3,3,3,333,Чемпионы
YM001243,41,10,399698.91,2,4,4,244,Перспективные
YM001244,19,7,110043.16,3,3,2,332,Лояльные
YM001245,128,5,44554.909999999996,1,2,1,121,В зоне риска
YM001246,7,6,340053.4,4,3,4,434,Чемпионы
YM001247,143,9,252582.13,1,4,4,144,Уходящие VIP
YM001248,30,9,252178.21,3,4,4,344,Чемпионы
YM001249,83,5,17627.03,2,2,1,221,Перспективные
YM001250,318,4,110754.98,1,1,2,112,Спящие
YM001251,27,7,52322.32,3,3,1,331,Лояльные
YM001252,147,8,161816.42,1,4,3,143,Уходящие VIP
YM001253,32,7,172794.08000000002,3,3,3,333,Чемпионы
YM001254,3,3,64010.729999999996,4,1,1,411,Новички
YM001255,274,3,48276.24,1,1,1,111,Спящие
YM001256,57,5,268130.3,2,2,4,224,Перспективные
YM001257,4,6,119013.8,4,3,3,433,Чемпионы
YM001258,10,8,202639.05,4,4,4,444,Чемпионы
YM001259,246,5,162350.94,1,2,3,123,В зоне риска
YM001260,39,3,18493.6,2,1,1,211,Нуждаются во внимании
YM001261,32,5,15003.210000000001,3,2,1,321,Лояльные
YM001262,9,11,185772.0,4,4,3,443,Чемпионы
YM001263,14,6,128642.22,4,3,3,433,Чемпионы
YM001264,1,5,181474.98,4,2,3,423,Лояльные
YM001265,54,7,103244.68000000001,2,3,2,232,Перспективные
YM001266,77,4,192764.03999999998,2,1,4,214,Нуждаются во внимании
YM001267,41,3,165591.7,2,1,3,213,Нуждаются во внимании
YM001268,137,5,81493.15,1,2,2,122,В зоне риска
YM001269,56,7,249310.75,2,3,4,234,Перспективные
YM001270,13,8,167845.38,4,4,3,443,Чемпионы
YM001271,20,14,297471.24,3,4,4,344,Чемпионы
YM001272,3,8,354149.28,4,4,4,444,Чемпионы
YM001273,27,6,221985.04,3,3,4,334,Чемпионы
YM001274,1,5,43553.77,4,2,1,421,Лояльные
YM001275,30,9,240790.14,3,4,4,344,Чемпионы
YM001276,47,4,43681.31,2,1,1,211,Нуждаются во внимании
YM001277,71,6,213871.78999999998,2,3,4,234,Перспективные
YM001278,11,6,86942.68,4,3,2,432,Лояльные
YM001279,14,4,73290.67,4,1,2,412,Новички
YM001280,54,7,119361.73,2,3,3,233,Перспективные
YM001281,99,6,138059.51,1,3,3,133,Уходящие VIP
YM001282,87,6,103209.69,2,3,2,232,Перспективные
YM001283,145,4,80184.66,1,1,2,112,Спящие
YM001284,18,5,74207.99,3,2,2,322,Лояльные
YM001285,69,5,108164.79000000001,2,2,2,222,Перспективные
YM001286,70,5,98089.47,2,2,2,222,Перспективные
YM001287,105,8,142134.59,1,4,3,143,Уходящие VIP
YM001288,485,1,59805.26,1,1,1,111,Спящие
YM001289,156,13,177179.48,1,4,3,143,Уходящие VIP
YM001290,40,4,84001.33,2,1,2,212,Нуждаются во внимании
YM001291,241,4,57579.2,1,1,1,111,Спящие
YM001292,23,11,260060.97,3,4,4,344,Чемпионы
YM001293,36,10,132831.75,3,4,3,343,Чемпионы
YM001294,21,5,50032.96,3,2,1,321,Лояльные
YM001295,297,1,4081.52,1,1,1,111,Спящие
YM001296,186,3,145832.15,1,1,3,113,Спящие
YM001297,30,8,77898.71,3,4,2,342,Лояльные
YM001298,132,4,37075.09,1,1,1,111,Спящие
YM001299,160,5,123896.38,1,2,3,123,В зоне риска
YM001300,20,9,80881.54000000001,3,4,2,342,Лояльные
YM001301,40,6,99744.48999999999,2,3,2,232,Перспективные
YM001302,30,9,86280.66,3,4,2,342,Лояльные
YM001303,225,6,111547.48,1,3,2,132,Уходящие VIP
YM001304,401,6,171906.74,1,3,3,133,Уходящие VIP
YM001305,412,3,45148.84,1,1,1,111,Спящие
YM001306,31,12,417707.74000000005,3,4,4,344,Чемпионы
YM001307,64,6,101702.7,2,3,2,232,Перспективные
YM001308,55,3,93392.78,2,1,2,212,Нуждаются во внимании
YM001309,24,5,57949.61,3,2,1,321,Лояльные
YM001310,42,12,401298.44,2,4,4,244,Перспективные
YM001311,25,8,133631.86000000002,3,4,3,343,Чемпионы
YM001312,8,9,125704.96,4,4,3,443,Чемпионы
YM001313,58,9,81631.78,2,4,2,242,Перспективные
YM001314,30,1,2184.29,3,1,1,311,Новички
YM001315,30,7,81353.82,3,3,2,332,Лояльные
YM001316,129,6,129789.05,1,3,3,133,Уходящие VIP
YM001317,52,7,139158.65,2,3,3,233,Перспективные
YM001318,25,4,90564.48999999999,3,1,2,312,Новички
YM001319,140,6,116311.22,1,3,2,132,Уходящие VIP
YM001320,25,7,192791.25,3,3,4,334,Чемпионы
YM001321,14,9,169520.79,4,4,3,443,Чемпионы
YM001322,30,7,77173.11,3,3,2,332,Лояльные
YM001323,15,3,21513.78,3,1,1,311,Новички
YM001324,9,7,191357.6,4,3,3,433,Чемпионы
YM001325,107,5,235957.37000000002,1,2,4,124,В зоне риска
YM001326,10,10,163738.57,4,4,3,443,Чемпионы
YM001327,6,9,268464.23,4,4,4,444,Чемпионы
YM001328,57,9,183151.7,2,4,3,243,Перспективные
YM001329,27,7,242167.69,3,3,4,334,Чемпионы
YM001330,3,3,156751.97,4,1,3,413,Новички
YM001331,117,7,135890.82,1,3,3,133,Уходящие VIP
YM001332,168,4,56763.36,1,1,1,111,Спящие
YM001333,119,5,78770.25,1,2,2,122,В зоне риска
YM001334,33,4,45358.87,3,1,1,311,Новички
YM001335,41,6,135324.06,2,3,3,233,Перспективные
YM001336,2,5,44422.09,4,2,1,421,Лояльные
YM001337,86,3,115694.82999999999,2,1,2,212,Нуждаются во внимании
YM001338,105,7,123785.57,1,3,3,133,Уходящие VIP
YM001339,11,8,155960.62,4,4,3,443,Чемпионы
YM001340,11,4,125395.25,4,1,3,413,Новички
YM001341,5,3,52858.22,4,1,1,411,Новички
YM001342,3,5,261553.29,4,2,4,424,Лояльные
YM001343,16,5,40416.17,3,2,1,321,Лояльные
YM001344,58,8,287700.5,2,4,4,244,Перспективные
YM001345,29,8,106264.86,3,4,2,342,Лояльные
YM001346,142,4,18824.35,1,1,1,111,Спящие
YM001347,226,6,60490.08,1,3,1,131,Уходящие VIP
YM001348,85,5,62868.59,2,2,1,221,Перспективные
YM001349,18,6,204463.89,3,3,4,334,Чемпионы
YM001350,16,5,32923.4,3,2,1,321,Лояльные
YM001351,8,7,54533.36,4,3,1,431,Лояльные
YM001352,72,4,87267.54000000001,2,1,2,212,Нуждаются во внимании
YM001353,50,7,127571.04,2,3,3,233,Перспективные
YM001354,61,6,170216.53,2,3,3,233,Перспективные
YM001355,193,6,137584.35,1,3,3,133,Уходящие VIP
YM001356,223,2,44061.62,1,1,1,111,Спящие
YM001357,4,9,261431.01,4,4,4,444,Чемпионы
YM001358,25,5,152459.18,3,2,3,323,Лояльные
YM001359,43,9,211609.45,2,4,4,244,Перспективные
YM001360,8,7,146075.4,4,3,3,433,Чемпионы
YM001361,27,11,295314.33,3,4,4,344,Чемпионы
YM001362,17,5,99810.37,3,2,2,322,Лояльные
YM001363,9,4,64595.84,4,1,1,411,Новички
YM001364,8,8,403948.24,4,4,4,444,Чемпионы
YM001365,31,11,210372.69,3,4,4,344,Чемпионы
YM001366,15,10,350679.98000000004,3,4,4,344,Чемпионы
YM001367,32,7,233765.81999999998,3,3,4,334,Чемпионы
YM001368,33,3,223751.85000000003,3,1,4,314,Новички
YM001369,79,5,146220.5,2,2,3,223,Перспективные
YM001370,77,2,91149.77,2,1,2,212,Нуждаются во внимании
YM001371,296,4,91316.08,1,1,2,112,Спящие
YM001372,346,4,90987.06,1,1,2,112,Спящие
YM001373,217,3,60345.16,1,1,1,111,Спящие
YM001374,10,4,383761.76999999996,4,1,4,414,Новички
YM001375,64,6,125169.52,2,3,3,233,Перспективные
YM001376,146,5,191164.17,1,2,3,123,В зоне риска
YM001377,98,4,24319.04,1,1,1,111,Спящие
YM001378,5,9,88760.12,4,4,2,442,Лояльные
YM001379,22,5,461679.24,3,2,4,324,Лояльные
YM001380,10,7,161435.68,4,3,3,433,Чемпионы
YM001381,34,4,75410.28,3,1,2,312,Новички
YM001382,228,5,121430.76000000001,1,2,3,123,В зоне риска
YM001383,147,4,145706.19,1,1,3,113,Спящие
YM001384,32,8,187159.89999999997,3,4,3,343,Чемпионы
YM001385,112,6,100460.67,1,3,2,132,Уходящие VIP
YM001386,113,6,100684.61,1,3,2,132,Уходящие VIP
YM001387,305,7,212614.32,1,3,4,134,Уходящие VIP
YM001388,9,3,28778.58,4,1,1,411,Новички
YM001389,12,7,275327.95999999996,4,3,4,434,Чемпионы
YM001390,183,6,104838.86,1,3,2,132,Уходящие VIP
YM001391,108,3,48137.49,1,1,1,111,Спящие
YM001392,229,4,103291.74999999999,1,1,2,112,Спящие
YM001393,1,5,81395.44,4,2,2,422,Лояльные
YM001394,31,4,217303.46000000002,3,1,4,314,Новички
YM001395,18,7,183703.7,3,3,3,333,Чемпионы
YM001396,345,6,127250.86,1,3,3,133,Уходящие VIP
YM001397,12,5,56019.18,4,2,1,421,Лояльные
YM001398,54,5,207889.79,2,2,4,224,Перспективные
YM001399,24,7,76417.33,3,3,2,332,Лояльные
YM001400,28,4,302398.45,3,1,4,314,Новички
YM001401,56,6,222182.76,2,3,4,234,Перспективные
YM001402,122,2,66001.0,1,1,1,111,Спящие
YM001403,360,6,71366.32,1,3,2,132,Уходящие VIP
YM001404,10,10,215942.94,4,4,4,444,Чемпионы
YM001405,137,2,112209.31999999999,1,1,2,112,Спящие
YM001406,5,5,275990.81,4,2,4,424,Лояльные
YM001407,14,8,168479.82,4,4,3,443,Чемпионы
YM001408,60,3,80152.37,2,1,2,212,Нуждаются во внимании
YM001409,10,8,273615.04,4,4,4,444,Чемпионы
YM001410,45,8,204892.29,2,4,4,244,Перспективные
YM001411,66,5,130303.95,2,2,3,223,Перспективные
YM001412,37,10,128360.05,3,4,3,343,Чемпионы
YM001413,16,6,261477.42,3,3,4,334,Чемпионы
YM001414,521,1,7885.32,1,1,1,111,Спящие
YM001415,6,4,30579.43,4,1,1,411,Новички
YM001416,4,7,83485.64,4,3,2,432,Лояльные
YM001417,32,6,128047.15000000001,3,3,3,333,Чемпионы
YM001418,11,3,45938.57,4,1,1,411,Новички
YM001419,1,11,231016.54,4,4,4,444,Чемпионы
YM001420,174,2,6391.65,1,1,1,111,Спящие
YM001421,3,8,222992.33,4,4,4,444,Чемпионы
YM001422,23,5,19727.440000000002,3,2,1,321,Лояльные
YM001423,34,7,102587.36,3,3,2,332,Лояльные
YM001424,29,11,266324.7,3,4,4,344,Чемпионы
YM001425,1,6,128781.41,4,3,3,433,Чемпионы
YM001426,83,6,149339.75,2,3,3,233,Перспективные
YM001427,2,7,65955.28,4,3,1,431,Лояльные
YM001428,18,8,132046.97,3,4,3,343,Чемпионы
YM001429,9,7,86703.18000000001,4,3,2,432,Лояльные
YM001430,9,6,197992.0,4,3,4,434,Чемпионы
YM001431,4,5,85582.57,4,2,2,422,Лояльные
YM001432,5,7,38150.74,4,3,1,431,Лояльные
YM001433,1,2,28109.23,4,1,1,411,Новички
YM001434,19,9,166004.36000000002,3,4,3,343,Чемпионы
YM001435,9,7,65345.81,4,3,1,431,Лояльные
YM001436,236,4,26334.68,1,1,1,111,Спящие
YM001437,66,8,37066.579999999994,2,4,1,241,Перспективные
YM001438,5,4,86934.22,4,1,2,412,Новички
YM001439,62,5,72601.1,2,2,2,222,Перспективные
YM001440,184,3,92140.45999999999,1,1,2,112,Спящие
