customer_id,city,registration_date,age_group,gender,yandex_plus
YM001033,Санкт-Петербург,2023-01-31,35-44,Ж,True
YM001034,Другие,2023-01-28,35-44,Ж,True
YM001035,Санкт-Петербург,2023-08-03,18-24,Ж,False
YM001036,Самара,2023-04-19,45-54,Ж,False
YM001037,Новосибирск,2024-06-07,35-44,М,False
YM001038,Другие,2023-12-27,18-24,Ж,True
YM001039,Санкт-Петербург,2023-03-15,45-54,М,False
YM001040,Другие,2023-02-03,55+,Ж,False
YM001041,Краснодар,2024-12-31,35-44,Ж,False
YM001042,Новосибирск,2023-04-28,25-34,М,False
YM001043,Ростов-на-Дону,2024-02-07,45-54,Ж,False
YM001044,Новосибирск,2023-01-17,18-24,Ж,False
YM001045,Москва,2023-03-11,25-34,М,False
YM001046,Москва,2023-04-27,35-44,Ж,False
YM001047,Другие,2023-11-26,25-34,Ж,False
YM001048,Другие,2023-05-16,35-44,М,False
YM001049,Москва,2023-01-12,25-34,Ж,False
YM001050,Москва,2023-11-09,25-34,М,True
YM001051,Другие,2023-08-25,18-24,Ж,True
YM001052,Новосибирск,2023-04-03,18-24,Ж,False
YM001053,Новосибирск,2024-05-07,18-24,Ж,True
YM001054,Другие,2024-01-06,25-34,М,False
YM001055,Ростов-на-Дону,2023-01-19,55+,Ж,False
YM001056,Москва,2023-09-27,45-54,М,True
YM001057,Москва,2023-01-08,45-54,М,False
YM001058,Воронеж,2023-12-01,35-44,Ж,False
YM001059,Нижний Новгород,2023-09-27,25-34,М,False
YM001060,Другие,2023-01-01,25-34,Ж,True
YM001061,Москва,2023-08-18,45-54,М,True
YM001062,Другие,2023-09-23,18-24,М,True
YM001063,Воронеж,2024-05-21,18-24,Ж,True
YM001064,Другие,2023-01-31,25-34,М,False
YM001065,Санкт-Петербург,2023-06-22,25-34,Ж,False
YM001066,Москва,2023-06-09,25-34,М,True
YM001067,Самара,2023-05-05,35-44,М,False
YM001068,Другие,2023-03-04,35-44,М,False
YM001069,Новосибирск,2023-04-23,45-54,Ж,False
YM001070,Казань,2023-09-17,25-34,Ж,True
YM001071,Санкт-Петербург,2023-12-09,18-24,Ж,True
YM001072,Самара,2023-07-28,35-44,М,False
YM001073,Москва,2023-10-15,55+,Ж,False
YM001074,Другие,2023-02-06,18-24,М,False
YM001075,Новосибирск,2023-02-21,35-44,М,False
YM001076,Другие,2023-09-18,45-54,М,True
YM001077,Другие,2023-02-23,25-34,Ж,False
YM001078,Другие,2023-03-29,35-44,Ж,True
YM001079,Краснодар,2023-03-04,55+,Ж,False
YM001080,Другие,2023-10-08,35-44,Ж,False
YM001081,Санкт-Петербург,2024-04-04,45-54,Ж,True
YM001082,Москва,2024-11-29,35-44,Ж,True
YM001083,Другие,2023-04-02,25-34,М,False
YM001084,Москва,2023-03-12,55+,Ж,True
YM001085,Москва,2024-03-10,18-24,М,True
YM001086,Самара,2023-02-22,55+,М,False
YM001087,Краснодар,2024-09-15,45-54,М,True
YM001088,Санкт-Петербург,2023-06-30,25-34,Ж,False
YM001089,Краснодар,2023-06-24,35-44,Ж,False
YM001090,Другие,2024-03-26,18-24,Ж,True
YM001091,Нижний Новгород,2023-08-31,18-24,Ж,False
YM001092,Другие,2024-12-31,55+,М,True
YM001093,Москва,2023-01-14,45-54,М,False
YM001094,Санкт-Петербург,2023-09-09,35-44,Ж,False
YM001095,Москва,2023-02-08,35-44,М,True
YM001096,Москва,2023-01-24,35-44,Ж,False
YM001097,Другие,2023-06-19,25-34,Ж,False
YM001098,Санкт-Петербург,2023-01-17,25-34,М,False
YM001099,Тюмень,2023-06-25,45-54,Ж,False
YM001100,Другие,2023-10-04,45-54,М,True
YM001101,Тюмень,2023-07-26,18-24,Ж,False
YM001102,Пермь,2023-01-18,25-34,Ж,True
YM001103,Нижний Новгород,2023-02-26,35-44,Ж,True
YM001104,Другие,2023-01-12,55+,М,False
YM001105,Другие,2023-09-16,35-44,М,False
YM001106,Другие,2023-02-03,35-44,Ж,False
YM001107,Москва,2023-03-16,55+,Ж,False
YM001108,Другие,2023-04-29,35-44,Ж,False
YM001109,Уфа,2023-03-26,18-24,М,True
YM001110,Нижний Новгород,2023-07-09,35-44,М,False
YM001111,Другие,2024-12-31,55+,Ж,False
YM001112,Москва,2024-08-03,35-44,М,False
YM001113,Другие,2023-01-06,45-54,Ж,True
YM001114,Москва,2023-01-08,25-34,Ж,True
YM001115,Другие,2023-02-03,25-34,М,False
YM001116,Новосибирск,2024-03-17,35-44,Ж,True
YM001117,Челябинск,2023-08-18,18-24,Ж,False
YM001118,Санкт-Петербург,2023-10-23,25-34,М,False
YM001119,Ростов-на-Дону,2023-01-19,25-34,М,True
YM001120,Новосибирск,2023-03-30,18-24,Ж,False
YM001121,Москва,2023-03-31,35-44,Ж,False
YM001122,Санкт-Петербург,2024-07-10,35-44,Ж,True
YM001123,Москва,2023-01-13,25-34,Ж,False
YM001124,Другие,2023-07-27,25-34,М,False
YM001125,Нижний Новгород,2024-04-24,25-34,Ж,False
YM001126,Челябинск,2023-08-06,35-44,М,True
YM001127,Казань,2023-01-03,18-24,Ж,True
YM001128,Тюмень,2023-07-12,35-44,Ж,False
YM001129,Краснодар,2023-05-29,25-34,Ж,False
YM001130,Санкт-Петербург,2024-03-02,35-44,Ж,True
YM001131,Москва,2024-01-01,45-54,М,False
YM001132,Москва,2023-04-02,35-44,Ж,False
YM001133,Москва,2023-03-05,25-34,М,False
YM001134,Москва,2023-05-12,55+,М,True
YM001135,Краснодар,2023-02-23,25-34,Ж,False
YM001136,Пермь,2023-01-23,18-24,М,True
YM001137,Москва,2024-03-26,18-24,Ж,True
YM001138,Ростов-на-Дону,2023-01-13,25-34,Ж,False
YM001139,Санкт-Петербург,2023-05-02,25-34,М,False
YM001140,Москва,2023-04-13,25-34,М,False
YM001141,Самара,2023-02-05,25-34,М,True
YM001142,Москва,2023-05-10,25-34,Ж,False
YM001143,Другие,2023-04-05,35-44,М,False
YM001144,Ростов-на-Дону,2023-08-29,35-44,М,False
YM001145,Казань,2023-01-10,18-24,Ж,True
YM001146,Москва,2024-01-02,45-54,Ж,True
YM001147,Ростов-на-Дону,2023-01-21,55+,М,False
YM001148,Новосибирск,2024-12-31,35-44,Ж,False
YM001149,Москва,2023-05-05,25-34,Ж,True
YM001150,Санкт-Петербург,2023-04-22,25-34,М,False
YM001151,Санкт-Петербург,2023-07-13,45-54,Ж,False
YM001152,Тюмень,2023-02-17,35-44,М,False
YM001153,Ростов-на-Дону,2023-09-12,25-34,Ж,False
YM001154,Москва,2024-10-19,25-34,М,False
YM001155,Воронеж,2023-11-11,35-44,Ж,False
YM001156,Москва,2023-01-04,45-54,Ж,True
YM001157,Тюмень,2023-05-14,45-54,Ж,False
YM001158,Уфа,2024-02-04,25-34,М,True
YM001159,Казань,2023-01-09,35-44,Ж,True
YM001160,Воронеж,2024-01-14,45-54,Ж,False
YM001161,Другие,2023-10-17,25-34,М,False
YM001162,Москва,2023-04-05,25-34,Ж,False
YM001163,Другие,2023-07-01,45-54,Ж,True
YM001164,Красноярск,2024-12-31,25-34,М,False
YM001165,Екатеринбург,2023-08-13,25-34,М,False
YM001166,Другие,2023-06-29,45-54,М,False
YM001167,Казань,2023-03-09,35-44,Ж,True
YM001168,Тюмень,2023-03-19,18-24,М,False
YM001169,Санкт-Петербург,2023-03-06,25-34,М,False
YM001170,Санкт-Петербург,2023-01-10,55+,Ж,False
YM001171,Другие,2024-02-08,18-24,М,False
YM001172,Москва,2023-02-28,35-44,М,True
YM001173,Санкт-Петербург,2023-05-08,25-34,М,True
YM001174,Красноярск,2023-04-21,35-44,М,True
YM001175,Москва,2024-12-31,25-34,Ж,False
YM001176,Краснодар,2023-05-12,55+,М,False
YM001177,Москва,2024-12-31,35-44,М,True
YM001178,Другие,2023-04-30,25-34,М,True
YM001179,Екатеринбург,2023-05-08,55+,М,False
YM001180,Самара,2024-12-31,25-34,Ж,False
YM001181,Москва,2023-09-13,18-24,М,False
YM001182,Екатеринбург,2023-01-06,25-34,Ж,False
YM001183,Санкт-Петербург,2023-01-04,18-24,Ж,False
YM001184,Ростов-на-Дону,2023-04-12,18-24,М,True
YM001185,Другие,2023-11-07,25-34,М,False
YM001186,Казань,2024-12-31,55+,Ж,False
YM001187,Ростов-на-Дону,2023-07-12,35-44,Ж,True
YM001188,Москва,2023-10-16,25-34,Ж,False
YM001189,Ростов-на-Дону,2023-09-06,35-44,Ж,True
YM001190,Краснодар,2023-01-11,18-24,Ж,True
YM001191,Ростов-на-Дону,2023-07-12,35-44,М,True
YM001192,Красноярск,2023-03-06,45-54,Ж,False
YM001193,Казань,2023-01-24,45-54,Ж,False
YM001194,Челябинск,2023-03-30,35-44,М,True
YM001195,Уфа,2023-02-28,45-54,Ж,False
YM001196,Санкт-Петербург,2023-12-01,25-34,Ж,False
YM001197,Санкт-Петербург,2023-04-13,45-54,М,True
YM001198,Санкт-Петербург,2023-01-29,35-44,Ж,False
YM001199,Ростов-на-Дону,2024-07-21,25-34,Ж,True
YM001200,Нижний Новгород,2023-05-04,35-44,М,True
YM001201,Казань,2024-04-06,25-34,М,False
YM001202,Москва,2023-09-16,35-44,Ж,True
YM001203,Екатеринбург,2023-09-18,25-34,М,False
YM001204,Москва,2023-11-22,55+,М,True
YM001205,Москва,2023-12-15,55+,М,False
YM001206,Другие,2023-06-01,35-44,Ж,False
YM001207,Другие,2023-09-25,18-24,Ж,False
YM001208,Другие,2023-08-06,25-34,М,True
YM001209,Воронеж,2023-03-19,55+,М,True
YM001210,Москва,2023-11-19,25-34,М,False
YM001211,Воронеж,2023-08-27,18-24,Ж,True
YM001212,Москва,2024-12-31,25-34,Ж,True
YM001213,Москва,2023-07-10,35-44,Ж,False
YM001214,Москва,2023-10-09,55+,Ж,False
YM001215,Новосибирск,2023-01-01,25-34,Ж,False
YM001216,Ростов-на-Дону,2023-01-08,18-24,Ж,False
YM001217,Новосибирск,2023-05-12,45-54,Ж,False
YM001218,Москва,2023-02-23,25-34,М,True
YM001219,Краснодар,2023-03-09,25-34,Ж,False
YM001220,Казань,2023-03-13,55+,Ж,False
YM001221,Москва,2023-02-16,35-44,Ж,True
YM001222,Нижний Новгород,2023-08-25,55+,Ж,True
YM001223,Москва,2023-02-08,35-44,М,False
YM001224,Москва,2023-05-10,25-34,Ж,False
YM001225,Казань,2023-04-25,25-34,М,True
YM001226,Ростов-на-Дону,2023-06-24,35-44,Ж,True
YM001227,Москва,2024-02-19,25-34,Ж,True
YM001228,Краснодар,2023-01-17,18-24,М,True
YM001229,Новосибирск,2024-12-31,25-34,М,False
YM001230,Челябинск,2023-07-11,25-34,М,False
YM001231,Краснодар,2023-08-22,25-34,М,True
YM001232,Другие,2023-07-28,18-24,Ж,False
YM001233,Москва,2023-07-21,35-44,Ж,False
YM001234,Другие,2023-05-24,18-24,Ж,True
YM001235,Москва,2023-01-19,45-54,М,True
YM001236,Санкт-Петербург,2023-01-19,45-54,М,True
YM001237,Другие,2023-02-20,55+,М,True
YM001238,Новосибирск,2023-01-24,35-44,Ж,True
YM001239,Казань,2023-01-17,35-44,М,True
YM001240,Уфа,2023-01-24,45-54,Ж,True
YM001241,Другие,2023-01-28,35-44,М,False
YM001242,Краснодар,2023-04-22,25-34,М,False
YM001243,Москва,2023-02-27,35-44,М,False
YM001244,Москва,2023-10-23,35-44,Ж,False
YM001245,Екатеринбург,2023-01-09,45-54,Ж,False
YM001246,Другие,2024-09-09,35-44,Ж,True
YM001247,Другие,2023-01-25,55+,Ж,False
YM001248,Нижний Новгород,2023-06-09,45-54,Ж,False
YM001249,Ростов-на-Дону,2023-03-24,25-34,Ж,False
YM001250,Тюмень,2023-10-03,35-44,М,True
YM001251,Ростов-на-Дону,2023-03-06,25-34,М,False
YM001252,Самара,2023-07-14,25-34,М,False
YM001253,Санкт-Петербург,2023-01-04,35-44,М,True
YM001254,Москва,2024-08-10,35-44,М,False
YM001255,Воронеж,2023-08-26,45-54,М,False
YM001256,Другие,2023-03-12,18-24,М,True
YM001257,Москва,2024-12-01,55+,М,True
YM001258,Санкт-Петербург,2023-02-06,35-44,Ж,False
YM001259,Тюмень,2023-01-13,25-34,Ж,False
YM001260,Воронеж,2023-11-11,25-34,М,False
YM001261,Другие,2023-03-20,25-34,М,True
YM001262,Москва,2024-05-06,25-34,Ж,False
YM001263,Санкт-Петербург,2024-04-11,35-44,М,False
YM001264,Воронеж,2024-12-31,35-44,М,False
YM001265,Санкт-Петербург,2023-09-06,55+,Ж,False
YM001266,Москва,2023-04-18,25-34,Ж,False
YM001267,Другие,2023-02-14,25-34,Ж,True
YM001268,Другие,2023-07-21,35-44,М,False
YM001269,Москва,2023-03-28,45-54,М,True
YM001270,Москва,2024-04-16,45-54,М,True
YM001271,Москва,2023-02-15,25-34,М,False
YM001272,Москва,2024-10-26,25-34,М,False
YM001273,Воронеж,2023-05-19,35-44,Ж,False
YM001274,Санкт-Петербург,2024-12-31,25-34,Ж,True
YM001275,Уфа,2023-02-23,35-44,М,False
YM001276,Самара,2023-03-28,25-34,Ж,False
YM001277,Другие,2023-04-19,25-34,М,False
YM001278,Москва,2024-03-06,25-34,Ж,True
YM001279,Москва,2023-09-30,25-34,М,False
YM001280,Москва,2024-02-22,45-54,Ж,True
YM001281,Москва,2023-01-04,25-34,Ж,True
YM001282,Воронеж,2023-06-24,45-54,Ж,True
YM001283,Москва,2023-03-09,35-44,М,True
YM001284,Москва,2024-01-06,35-44,Ж,True
YM001285,Санкт-Петербург,2023-07-25,35-44,Ж,False
YM001286,Санкт-Петербург,2023-08-02,25-34,М,False
YM001287,Новосибирск,2023-02-06,45-54,М,False
YM001288,Новосибирск,2023-01-30,25-34,Ж,True
YM001289,Красноярск,2023-03-22,45-54,Ж,True
YM001290,Другие,2024-05-01,18-24,Ж,False
YM001291,Санкт-Петербург,2023-01-21,18-24,М,True
YM001292,Москва,2023-07-26,35-44,М,False
YM001293,Москва,2023-02-28,25-34,М,True
YM001294,Новосибирск,2024-06-11,25-34,Ж,True
YM001295,Москва,2023-11-16,45-54,М,False
YM001296,Самара,2023-11-13,25-34,Ж,True
YM001297,Екатеринбург,2023-01-31,35-44,Ж,True
YM001298,Другие,2023-11-25,25-34,М,True
YM001299,Москва,2023-11-16,25-34,Ж,False
YM001300,Казань,2023-01-06,45-54,Ж,False
YM001301,Другие,2023-09-07,25-34,М,False
YM001302,Самара,2023-06-03,25-34,Ж,True
YM001303,Самара,2023-03-12,25-34,Ж,True
YM001304,Москва,2023-01-23,45-54,Ж,False
YM001305,Уфа,2023-02-10,35-44,Ж,True
YM001306,Ростов-на-Дону,2023-05-08,25-34,М,False
YM001307,Москва,2023-11-03,45-54,М,True
YM001308,Екатеринбург,2023-01-31,25-34,М,True
YM001309,Другие,2024-01-08,18-24,Ж,False
YM001310,Екатеринбург,2023-05-23,18-24,М,False
YM001311,Казань,2023-04-30,45-54,Ж,False
YM001312,Другие,2024-01-12,25-34,М,False
YM001313,Москва,2023-06-05,25-34,Ж,True
YM001314,Москва,2023-04-16,18-24,М,False
YM001315,Казань,2023-06-09,25-34,Ж,False
YM001316,Санкт-Петербург,2023-03-07,25-34,Ж,False
YM001317,Москва,2023-04-11,25-34,Ж,True
YM001318,Тюмень,2024-03-08,18-24,Ж,True
YM001319,Москва,2023-01-10,45-54,М,True
YM001320,Другие,2023-06-29,45-54,М,True
YM001321,Москва,2023-01-02,18-24,Ж,True
YM001322,Санкт-Петербург,2023-04-06,25-34,Ж,True
YM001323,Москва,2023-02-18,35-44,Ж,True
YM001324,Москва,2023-05-18,18-24,М,False
YM001325,Москва,2024-01-29,45-54,Ж,True
YM001326,Москва,2023-02-16,45-54,Ж,True
YM001327,Москва,2023-09-14,55+,Ж,False
YM001328,Москва,2023-02-03,18-24,Ж,False
YM001329,Казань,2024-02-28,25-34,М,False
YM001330,Москва,2023-05-06,18-24,М,False
YM001331,Другие,2023-02-06,18-24,Ж,True
YM001332,Москва,2023-03-17,25-34,Ж,True
YM001333,Самара,2023-05-02,55+,М,False
YM001334,Новосибирск,2023-09-20,55+,М,True
YM001335,Санкт-Петербург,2023-01-14,25-34,М,True
YM001336,Санкт-Петербург,2024-06-10,25-34,Ж,True
YM001337,Москва,2023-04-02,35-44,Ж,True
YM001338,Новосибирск,2023-03-10,35-44,Ж,True
YM001339,Другие,2023-01-25,35-44,Ж,False
YM001340,Москва,2023-07-25,35-44,Ж,False
YM001341,Новосибирск,2023-08-13,45-54,Ж,False
YM001342,Екатеринбург,2023-03-30,25-34,Ж,True
YM001343,Казань,2023-01-19,25-34,М,False
YM001344,Санкт-Петербург,2023-05-08,35-44,Ж,True
YM001345,Москва,2024-01-04,45-54,Ж,True
YM001346,Новосибирск,2023-03-01,35-44,Ж,True
YM001347,Другие,2023-05-29,25-34,Ж,False
YM001348,Санкт-Петербург,2023-06-22,25-34,Ж,True
YM001349,Новосибирск,2023-01-26,55+,М,True
YM001350,Другие,2024-02-23,35-44,М,False
YM001351,Нижний Новгород,2023-03-02,25-34,М,False
YM001352,Новосибирск,2023-09-19,45-54,М,False
YM001353,Санкт-Петербург,2023-08-05,25-34,Ж,False
YM001354,Санкт-Петербург,2024-02-16,25-34,Ж,False
YM001355,Новосибирск,2023-01-04,18-24,М,False
YM001356,Санкт-Петербург,2023-03-09,25-34,М,False
YM001357,Новосибирск,2023-12-02,18-24,М,True
YM001358,Санкт-Петербург,2023-10-08,45-54,М,False
YM001359,Москва,2023-01-11,55+,М,False
YM001360,Другие,2023-02-20,35-44,Ж,True
YM001361,Другие,2023-01-27,18-24,М,True
YM001362,Москва,2023-01-31,35-44,Ж,False
YM001363,Москва,2023-03-04,25-34,М,False
YM001364,Другие,2023-06-18,45-54,Ж,False
YM001365,Москва,2024-02-11,45-54,М,True
YM001366,Санкт-Петербург,2024-05-06,35-44,Ж,False
YM001367,Другие,2023-02-20,45-54,Ж,False
YM001368,Санкт-Петербург,2023-10-03,35-44,Ж,False
YM001369,Москва,2023-02-28,18-24,Ж,True
YM001370,Москва,2023-03-22,18-24,М,True
YM001371,Санкт-Петербург,2023-03-10,18-24,Ж,False
YM001372,Другие,2023-02-01,45-54,Ж,True
YM001373,Москва,2023-08-11,25-34,М,False
YM001374,Москва,2024-05-03,18-24,М,True
YM001375,Москва,2023-01-04,45-54,М,False
YM001376,Санкт-Петербург,2023-03-29,35-44,М,False
YM001377,Москва,2023-05-29,25-34,Ж,False
YM001378,Нижний Новгород,2023-09-20,55+,Ж,True
YM001379,Санкт-Петербург,2023-07-28,35-44,М,False
YM001380,Другие,2024-05-15,25-34,М,True
YM001381,Самара,2024-02-12,55+,М,False
YM001382,Санкт-Петербург,2023-03-17,25-34,М,False
YM001383,Воронеж,2023-05-03,35-44,Ж,True
YM001384,Другие,2023-05-28,25-34,Ж,False
YM001385,Москва,2023-03-23,45-54,Ж,False
YM001386,Екатеринбург,2023-04-11,45-54,М,True
YM001387,Москва,2023-02-02,35-44,Ж,True
YM001388,Красноярск,2023-10-21,25-34,М,False
YM001389,Екатеринбург,2023-11-04,25-34,М,False
YM001390,Новосибирск,2023-03-24,18-24,Ж,True
YM001391,Челябинск,2023-04-27,18-24,М,False
YM001392,Москва,2023-01-14,45-54,Ж,False
YM001393,Москва,2024-12-31,25-34,Ж,False
YM001394,Санкт-Петербург,2023-08-06,55+,М,False
YM001395,Пермь,2023-01-02,45-54,М,False
YM001396,Нижний Новгород,2023-01-27,25-34,М,False
YM001397,Воронеж,2023-11-17,35-44,Ж,True
YM001398,Другие,2023-07-24,18-24,М,False
YM001399,Москва,2023-11-19,45-54,Ж,True
YM001400,Казань,2023-05-13,35-44,Ж,False
YM001401,Другие,2023-10-01,18-24,М,True
YM001402,Другие,2023-06-20,25-34,Ж,False
YM001403,Пермь,2023-03-17,35-44,М,False
YM001404,Екатеринбург,2023-12-02,25-34,М,True
YM001405,Екатеринбург,2023-04-29,25-34,М,False
YM001406,Другие,2024-02-23,25-34,М,True
YM001407,Новосибирск,2023-11-10,25-34,Ж,True
YM001408,Москва,2024-03-04,18-24,М,False
YM001409,Другие,2023-08-13,45-54,М,False
YM001410,Казань,2024-03-02,25-34,Ж,False
YM001411,Другие,2023-03-03,25-34,Ж,False
YM001412,Москва,2023-02-16,25-34,Ж,True
YM001413,Санкт-Петербург,2024-08-22,45-54,Ж,False
YM001414,Другие,2023-04-25,35-44,Ж,False
YM001415,Другие,2023-01-02,45-54,Ж,True
YM001416,Казань,2024-12-24,18-24,М,False
YM001417,Москва,2023-01-14,25-34,Ж,False
YM001418,Москва,2023-05-07,25-34,Ж,True
YM001419,Москва,2024-12-31,45-54,М,True
YM001420,Другие,2023-03-21,25-34,Ж,False
YM001421,Москва,2024-02-23,25-34,Ж,False
YM001422,Новосибирск,2023-05-13,55+,М,False
YM001423,Казань,2023-06-04,55+,М,True
YM001424,Санкт-Петербург,2023-07-18,25-34,Ж,False
YM001425,Пермь,2024-12-31,35-44,М,False
YM001426,Другие,2024-05-24,18-24,Ж,False
YM001427,Воронеж,2023-05-15,25-34,Ж,True
YM001428,Москва,2023-10-11,45-54,М,False
YM001429,Екатеринбург,2023-04-23,25-34,Ж,True
YM001430,Москва,2023-07-31,25-34,М,False
YM001431,Тюмень,2024-10-01,25-34,М,False
YM001432,Москва,2023-01-04,18-24,М,False
YM001433,Казань,2024-12-31,35-44,Ж,False
YM001434,Москва,2023-07-06,25-34,М,False
YM001435,Другие,2023-09-08,25-34,М,False
YM001436,Москва,2023-01-04,35-44,Ж,True
YM001437,Новосибирск,2023-04-02,25-34,М,True
YM001438,Москва,2023-03-01,55+,Ж,True
YM001439,Санкт-Петербург,2023-08-19,35-44,Ж,False
YM001440,Москва,2023-03-23,35-44,М,False
YM001441,Москва,2023-03-23,55+,Ж,False
YM001442,Москва,2023-10-04,25-34,М,True
YM001443,Москва,2023-05-16,55+,Ж,False
YM001444,Другие,2023-09-02,25-34,Ж,False
YM001445,Воронеж,2023-06-04,35-44,М,False
YM001446,Москва,2023-01-26,45-54,Ж,False
YM001447,Санкт-Петербург,2023-12-09,25-34,Ж,False
YM001448,Другие,2023-01-27,55+,М,True
YM001449,Санкт-Петербург,2023-01-09,45-54,Ж,True
YM001450,Нижний Новгород,2024-11-10,25-34,М,True
YM001451,Санкт-Петербург,2023-02-07,18-24,Ж,True
YM001452,Новосибирск,2024-07-10,25-34,М,True
YM001453,Москва,2023-03-13,45-54,М,True
YM001454,Москва,2023-10-02,25-34,М,True
YM001455,Санкт-Петербург,2023-03-13,25-34,М,True
YM001456,Санкт-Петербург,2023-08-06,55+,М,True
YM001457,Екатеринбург,2023-02-12,25-34,М,False
YM001458,Челябинск,2024-12-31,35-44,Ж,True
YM001459,Санкт-Петербург,2023-02-09,25-34,Ж,True
YM001460,Санкт-Петербург,2023-02-19,45-54,Ж,False
YM001461,Другие,2023-05-16,25-34,Ж,False
YM001462,Другие,2023-03-14,45-54,М,True
YM001463,Казань,2023-12-16,25-34,Ж,True
YM001464,Пермь,2023-06-23,18-24,Ж,True
YM001465,Санкт-Петербург,2024-02-01,25-34,Ж,False
YM001466,Москва,2023-07-02,25-34,Ж,False
YM001467,Другие,2023-08-03,35-44,М,False
YM001468,Москва,2023-02-25,25-34,Ж,False
YM001469,Другие,2023-10-16,35-44,М,False
YM001470,Воронеж,2024-03-12,55+,М,True
YM001471,Москва,2023-01-19,25-34,М,True
YM001472,Другие,2023-04-29,18-24,М,True
YM001473,Москва,2023-01-10,25-34,Ж,False
YM001474,Москва,2023-01-10,35-44,М,False
YM001475,Москва,2023-06-07,45-54,Ж,False
YM001476,Москва,2024-03-02,25-34,М,True
YM001477,Новосибирск,2023-06-16,25-34,М,True
YM001478,Краснодар,2023-08-03,18-24,М,True
YM001479,Москва,2024-04-20,45-54,М,False
YM001480,Новосибирск,2023-12-19,18-24,Ж,False
YM001481,Воронеж,2023-10-14,35-44,М,False
YM001482,Красноярск,2024-08-16,18-24,Ж,False
YM001483,Екатеринбург,2023-03-20,45-54,Ж,True
YM001484,Санкт-Петербург,2023-03-15,25-34,М,False
YM001485,Самара,2023-07-13,25-34,Ж,True
YM001486,Другие,2023-11-30,45-54,Ж,True
YM001487,Воронеж,2023-06-02,35-44,М,False
YM001488,Санкт-Петербург,2024-02-24,25-34,Ж,False
YM001489,Москва,2023-02-15,25-34,Ж,False
YM001490,Воронеж,2023-04-27,55+,Ж,False
YM001491,Самара,2023-03-21,25-34,Ж,False
YM001492,Москва,2024-01-07,18-24,М,True
YM001493,Другие,2023-05-15,45-54,Ж,True
YM001494,Москва,2024-01-18,25-34,М,False
YM001495,Тюмень,2023-03-09,25-34,Ж,True
YM001496,Ростов-на-Дону,2023-01-20,18-24,Ж,False
YM001497,Ростов-на-Дону,2023-03-06,35-44,М,False
YM001498,Нижний Новгород,2024-06-08,35-44,Ж,False
YM001499,Москва,2024-06-24,35-44,Ж,False
YM001500,Москва,2023-03-12,25-34,Ж,True
YM001501,Краснодар,2023-02-22,35-44,М,False
YM001502,Москва,2024-09-02,35-44,М,True
YM001503,Другие,2023-01-26,35-44,Ж,True
YM001504,Екатеринбург,2024-12-31,35-44,Ж,False
YM001505,Другие,2023-04-09,45-54,Ж,True
YM001506,Пермь,2023-03-20,18-24,Ж,True
YM001507,Казань,2023-04-30,35-44,Ж,False
YM001508,Другие,2024-06-10,25-34,М,False
YM001509,Новосибирск,2023-02-18,35-44,М,False
YM001510,Санкт-Петербург,2023-04-18,45-54,М,False
YM001511,Красноярск,2024-09-29,45-54,Ж,True
YM001512,Екатеринбург,2023-01-14,45-54,Ж,False
YM001513,Нижний Новгород,2023-03-10,25-34,Ж,False
YM001514,Санкт-Петербург,2024-12-31,35-44,Ж,False
YM001515,Другие,2024-03-27,35-44,Ж,False
YM001516,Москва,2023-11-12,35-44,М,False
YM001517,Самара,2023-01-04,45-54,М,True
YM001518,Новосибирск,2023-05-26,25-34,Ж,True
YM001519,Краснодар,2023-01-31,55+,Ж,False
YM001520,Краснодар,2023-04-06,55+,М,True
YM001521,Москва,2023-02-15,25-34,Ж,False
YM001522,Тюмень,2023-05-05,18-24,М,False
YM001523,Москва,2024-12-31,25-34,М,False
YM001524,Другие,2023-01-15,35-44,М,False
YM001525,Санкт-Петербург,2024-01-03,25-34,М,False
YM001526,Казань,2023-07-31,25-34,М,False
YM001527,Другие,2023-02-04,45-54,М,False
YM001528,Нижний Новгород,2023-05-22,55+,М,False
YM001529,Уфа,2023-12-26,25-34,Ж,False
YM001530,Ростов-на-Дону,2023-04-07,55+,Ж,False
YM001531,Москва,2023-04-26,18-24,Ж,True
YM001532,Воронеж,2023-10-15,35-44,М,True
YM001533,Другие,2024-12-31,35-44,Ж,False
YM001534,Пермь,2023-01-29,35-44,М,False
YM001535,Москва,2023-04-05,18-24,Ж,False
YM001536,Самара,2023-01-16,25-34,Ж,False
YM001537,Санкт-Петербург,2023-01-03,35-44,Ж,False
YM001538,Москва,2023-03-18,18-24,М,True
YM001539,Москва,2023-02-15,45-54,М,False
YM001540,Тюмень,2023-06-05,35-44,Ж,False
YM001541,Ростов-на-Дону,2023-04-06,35-44,М,False
YM001542,Другие,2023-02-14,45-54,М,True
YM001543,Казань,2024-09-19,35-44,М,True
YM001544,Москва,2023-10-27,25-34,Ж,True
YM001545,Санкт-Петербург,2024-05-22,18-24,Ж,False
YM001546,Самара,2023-03-12,25-34,Ж,False
YM001547,Уфа,2023-12-16,35-44,Ж,False
YM001548,Новосибирск,2024-12-31,25-34,М,True
YM001549,Другие,2024-12-31,35-44,Ж,False
YM001550,Нижний Новгород,2023-09-17,18-24,Ж,False
YM001551,Москва,2023-06-14,55+,М,False
YM001552,Москва,2023-01-31,25-34,М,True
YM001553,Воронеж,2023-03-12,25-34,М,True
